crime_type,date,time,latitude,longitude,location
Murder,2023-01-30,,19.23532051257634,72.83318850641106,
Theft,2024-07-16,,19.016936297928932,72.98701142296899,
Assault,2022-05-17,,18.95666929770046,72.8878381093144,
Murder,2023-04-08,,19.258685989836064,72.82046865409127,
Domestic Violence,2025-01-20,,19.263969081810956,72.98261333170908,
Fraud,2024-02-26,,19.063962535798556,72.80561834138021,
Domestic Violence,2022-07-23,,19.05975489521835,72.79562947246812,
Domestic Violence,2022-11-28,,18.97005075205705,72.87129742546044,
Fraud,2022-03-22,,19.093676206979836,72.76340488926694,
Burglary,2023-07-20,,19.190247400246225,72.83294579799403,
Assault,2023-03-16,,18.91942980202352,72.98150254110368,
Drug Offense,2023-07-25,,19.14628358193831,72.94636957555521,
Assault,2023-11-27,,19.141649884512628,72.93033951082658,
Domestic Violence,2024-12-11,,19.05317600110824,72.8808420052784,
Domestic Violence,2023-07-25,,19.248062447039594,72.77854916654512,
Drug Offense,2024-10-14,,18.92987738845055,72.7411234173971,
Fraud,2023-10-25,,19.298622456136766,72.76698961959771,
Fraud,2025-03-21,,19.124673070269566,72.92357376144628,
Burglary,2024-08-23,,18.933859228035377,72.92157884168964,
Murder,2024-07-06,,19.24579534356146,72.84070052639395,
Assault,2024-11-16,,19.109169693627933,72.80752892048761,
Fraud,2022-05-13,,19.241766080716907,72.81338960455436,
Murder,2022-06-16,,19.025254468816396,72.75353201345445,
Drug Offense,2023-07-11,,19.25747054515639,72.79348857251651,
Fraud,2024-03-07,,19.209204948851827,72.7557671882466,
Theft,2024-05-02,,19.11494652275456,72.91291944007062,
Murder,2024-12-25,,18.931859054106415,72.92578936027188,
Fraud,2024-05-01,,18.89715624493438,72.86170733595578,
Burglary,2022-11-15,,19.07954466262741,72.7684075907585,
Theft,2022-12-22,,19.2788117182439,72.87891749130397,
Domestic Violence,2024-12-03,,19.19923607932029,72.96795642303306,
Murder,2022-12-08,,18.933229098394467,72.88415988774307,
Fraud,2023-03-06,,19.205341027096637,72.74538051067327,
Murder,2025-03-19,,19.131656779827324,72.97491484808877,
Fraud,2022-06-03,,18.97655325849838,72.9665503123203,
Murder,2024-08-07,,19.040647310616876,72.89188115632048,
Burglary,2025-03-15,,19.052512122956017,72.75078293102332,
Burglary,2024-08-27,,19.25225683322133,72.80790906115466,
Murder,2023-05-07,,18.93549031031004,72.87049026686397,
Assault,2022-05-07,,19.031883738909947,72.84101369646636,
Fraud,2023-11-04,,19.012142679359517,72.80574288317622,
Fraud,2023-02-11,,18.938676303194462,72.80860675535551,
Murder,2024-09-08,,19.138112533597788,72.81882763885089,
Fraud,2022-10-24,,18.890748550855527,72.8950490451213,
Domestic Violence,2025-03-14,,19.049732003101575,72.96807661726771,
Burglary,2024-11-14,,19.057307341565767,72.88021530621054,
Drug Offense,2023-11-05,,19.060501464833408,72.87656907012752,
Fraud,2022-05-08,,19.293917947375224,72.7483931362197,
Domestic Violence,2025-02-17,,19.068224135129203,72.83149617777771,
Drug Offense,2023-06-19,,19.295758229641145,72.78012352173509,
Drug Offense,2022-08-02,,19.13429699719993,72.92430931063285,
Assault,2024-02-26,,18.972423262417678,72.77141215911934,
Theft,2023-04-10,,19.04755705536275,72.94174529647911,
Theft,2022-10-06,,19.02407766816851,72.89517751170716,
Burglary,2023-04-15,,19.216838324448503,72.84161746012145,
Murder,2022-03-24,,19.28737463948409,72.87091155440116,
Burglary,2022-07-20,,19.06955146036235,72.82529705203618,
Assault,2024-05-10,,18.989885714296395,72.804290502651,
Domestic Violence,2025-01-04,,18.89124000479539,72.88179066376827,
Theft,2025-03-18,,19.180805282996758,72.81991188522522,
Drug Offense,2022-08-21,,19.03539726296164,72.92176901756142,
Domestic Violence,2023-11-21,,19.04520481254835,72.91393899609429,
Murder,2024-04-23,,19.146962482462683,72.96355339427791,
Murder,2024-01-07,,19.14438780362682,72.78993051722404,
Murder,2023-05-10,,19.0288279740341,72.81272079359452,
Murder,2022-05-28,,18.99095997107533,72.89621523294538,
Fraud,2024-07-14,,19.154108320473387,72.76770731181709,
Domestic Violence,2024-02-11,,19.259131713173943,72.76419280510342,
Domestic Violence,2024-10-12,,19.187018268396077,72.98020082925058,
Fraud,2022-10-28,,19.226074360981194,72.90956237581463,
Drug Offense,2025-02-16,,19.179372901395237,72.94950983092126,
Drug Offense,2024-04-27,,18.963440085239984,72.81497323609588,
Theft,2024-10-29,,18.99743704947302,72.82972333762574,
Domestic Violence,2024-12-06,,18.910977181544578,72.82146728453215,
Theft,2022-08-09,,19.130547482942465,72.84234898717817,
Fraud,2024-10-30,,19.136919948375983,72.92050991693002,
Burglary,2022-06-30,,19.228604413268748,72.81304865296563,
Fraud,2023-01-03,,19.202066539622045,72.88038238080999,
Murder,2023-01-25,,19.25662453285074,72.91884390138787,
Assault,2024-11-10,,19.0523975868802,72.97515921921635,
Murder,2023-03-14,,19.147318229201996,72.85753383688485,
Theft,2022-10-29,,19.046195834269962,72.82518950465536,
Domestic Violence,2023-11-18,,19.258619514269594,72.91495215408193,
Fraud,2023-04-08,,19.020845641858134,72.82681845063823,
Fraud,2024-08-28,,18.946154003018844,72.77097162378618,
Burglary,2024-05-28,,19.277505938595546,72.86454216857416,
Assault,2022-10-30,,18.99758137990307,72.79881035738568,
Theft,2023-02-09,,19.21967988011607,72.98735178804277,
Assault,2025-01-24,,19.025249749846417,72.86568298480586,
Domestic Violence,2023-03-04,,19.24970134616708,72.84119194058302,
Drug Offense,2023-11-06,,19.150117876489087,72.93945194486844,
Fraud,2023-03-07,,19.262686833390454,72.84518067809152,
Murder,2024-01-27,,19.02469484965468,72.86947183740857,
Drug Offense,2024-08-09,,19.20724294242182,72.83442821709669,
Murder,2024-11-11,,18.908906853814408,72.9402838436897,
Assault,2023-01-10,,18.927243404026548,72.97740838547251,
Domestic Violence,2025-01-04,,19.197197006317243,72.960751221307,
Theft,2024-04-20,,19.123660769063523,72.75483853367587,
Domestic Violence,2023-11-30,,19.065873369945525,72.78034819493581,
Theft,2023-08-19,,19.011155253054117,72.97549667185761,
Assault,2024-05-12,,19.020480348500506,72.74641896719815,
Theft,2024-04-26,,18.96268436774052,72.93274811375575,
Domestic Violence,2024-07-04,,19.26405947296467,72.97271136001702,
Drug Offense,2025-01-04,,19.161481887407458,72.87417265644964,
Assault,2022-03-31,,19.213794966551088,72.8364155369339,
Domestic Violence,2022-06-20,,19.259414949968477,72.91995891409404,
Burglary,2023-09-26,,19.08130050438804,72.97910134533996,
Domestic Violence,2024-11-20,,19.20688778450792,72.97394633584015,
Burglary,2024-11-04,,19.041608606317133,72.81045366375153,
Domestic Violence,2025-02-06,,19.089992787034028,72.9165977901315,
Murder,2025-03-07,,19.081522568056677,72.9003700322273,
Burglary,2023-05-27,,19.020966095761395,72.97629049100556,
Burglary,2024-02-27,,19.027028057710513,72.85839458231516,
Theft,2024-03-19,,19.22019121954863,72.83546314573083,
Drug Offense,2024-12-03,,19.086950386382192,72.79788289770617,
Assault,2024-10-17,,19.031781990182438,72.82151963757856,
Drug Offense,2022-08-08,,19.092085580456466,72.91701254266151,
Murder,2024-08-17,,19.221478936905,72.80613083859086,
Murder,2022-09-01,,19.298086744150673,72.79377828481978,
Domestic Violence,2023-12-08,,19.059251412857602,72.75262639580085,
Drug Offense,2024-08-19,,18.904626123788205,72.74827914157986,
Fraud,2024-04-29,,19.048590480390143,72.7529016140559,
Burglary,2022-10-10,,19.083482793505418,72.96965969829223,
Drug Offense,2022-05-29,,18.89571162979812,72.86674999157063,
Assault,2024-04-17,,19.251565774233832,72.7496403719468,
Assault,2023-02-16,,19.045520490304142,72.7703163552671,
Drug Offense,2022-05-08,,19.120717066645987,72.97727835677547,
Assault,2023-04-19,,19.172139370507562,72.91544977539732,
Assault,2024-01-05,,19.046285778532777,72.96707142297443,
Theft,2022-10-25,,18.897752393461502,72.77881151222074,
Drug Offense,2024-04-09,,19.194518788155822,72.8390564200146,
Burglary,2024-03-22,,19.053480681783466,72.87869418544048,
Fraud,2024-09-22,,18.906245477535908,72.75120239058927,
Assault,2024-03-05,,19.116059314596193,72.87412003961467,
Assault,2023-03-10,,19.274354194016876,72.83429241348087,
Assault,2024-09-09,,19.030043842176063,72.79831159851895,
Assault,2024-06-09,,19.151534597207146,72.95865079076155,
Theft,2024-06-02,,19.250189027675155,72.77742697698429,
Assault,2023-04-22,,19.108674291288445,72.84143673824235,
Fraud,2024-09-10,,18.995209535173124,72.93824314293086,
Domestic Violence,2023-09-29,,18.902140414386352,72.80872072143399,
Drug Offense,2022-08-28,,19.223033863107837,72.81568189704302,
Theft,2024-07-30,,19.12640935904875,72.9537732032188,
Drug Offense,2022-04-03,,18.916156239846355,72.93303346671722,
Theft,2024-03-04,,19.17944820319382,72.78360149681343,
Drug Offense,2023-01-30,,19.10271939083521,72.81034087719462,
Drug Offense,2022-07-06,,19.294014791645235,72.91385844215846,
Drug Offense,2023-05-25,,19.174962023191384,72.75630791945648,
Drug Offense,2022-04-03,,18.902353112863818,72.83136837094489,
Domestic Violence,2025-02-26,,19.159060949450094,72.8917307966102,
Drug Offense,2023-10-24,,18.963217941677787,72.78303563397648,
Burglary,2022-12-03,,18.92718020561386,72.77895571885895,
Drug Offense,2025-03-17,,18.90115769385709,72.88338767696523,
Burglary,2024-11-24,,19.057347734018666,72.98027811389285,
Fraud,2022-12-17,,19.29246980783867,72.79556475524555,
Drug Offense,2022-05-20,,19.029381282221095,72.98122168810609,
Domestic Violence,2023-11-25,,19.007167110986874,72.92617195683364,
Murder,2024-11-07,,19.285764571925032,72.92530192003271,
Theft,2023-06-23,,18.89461708874934,72.8831960223656,
Theft,2023-04-11,,19.03990679240525,72.77346120620756,
Drug Offense,2023-12-01,,18.90122621877674,72.82042890983281,
Domestic Violence,2023-08-28,,19.05811751533989,72.8811183024119,
Burglary,2023-03-10,,19.06606172515946,72.97042359871399,
Assault,2022-11-19,,18.996495009374726,72.96496506453697,
Domestic Violence,2022-09-04,,19.02160115820645,72.97766540194725,
Assault,2022-08-26,,18.97429804172929,72.9297382567201,
Drug Offense,2022-12-10,,19.031603068593213,72.81756208546533,
Fraud,2023-12-08,,18.979348595957372,72.7837509092417,
Domestic Violence,2023-02-13,,19.193053789775245,72.89474933944605,
Assault,2024-01-31,,19.056710112647597,72.90843518346827,
Murder,2024-03-12,,19.287272782762443,72.82319350852839,
Theft,2025-02-01,,19.047273024325165,72.79365559577805,
Drug Offense,2023-08-18,,18.98767485931366,72.74019874188777,
Theft,2024-12-04,,19.213177957375937,72.9199661888381,
Fraud,2023-07-16,,19.12076353691458,72.97683957332492,
Assault,2023-11-15,,19.17531439791596,72.9835246523066,
Assault,2024-08-24,,19.127627528775626,72.89712261690563,
Burglary,2025-02-16,,18.914453828460896,72.8782316231849,
Theft,2023-07-29,,19.04857778478172,72.92516098090786,
Assault,2024-01-22,,19.068979612309462,72.89058304459756,
Domestic Violence,2022-11-05,,19.273523190143713,72.85349506142092,
Burglary,2024-04-03,,19.213339424066174,72.93822023045155,
Theft,2024-12-28,,18.912609445070895,72.88151688972623,
Murder,2022-11-28,,19.235861915484147,72.79194810576573,
Burglary,2023-06-11,,19.23492531198748,72.84734915602169,
Burglary,2023-04-26,,18.952154287977976,72.80418718984735,
Assault,2023-11-02,,19.14938948419172,72.84153856803707,
Burglary,2023-11-26,,18.96271117692224,72.9507180169477,
Fraud,2023-09-14,,19.136827996169522,72.83907118078375,
Theft,2023-10-03,,19.277892172800616,72.82200337864005,
Fraud,2024-03-08,,18.983416207837372,72.81292013808287,
Burglary,2023-03-03,,19.034078557713933,72.98161293537405,
Burglary,2023-04-01,,19.123218399096622,72.97343763878689,
Burglary,2023-05-20,,19.110323410689187,72.92169073663835,
Drug Offense,2023-11-10,,19.109801039726477,72.92689590455578,
Burglary,2024-03-13,,19.234885164420284,72.90138476945073,
Assault,2023-06-06,,19.206043774278303,72.95417231170157,
Domestic Violence,2022-12-03,,19.055857142729792,72.89584091071404,
Burglary,2024-09-21,,18.949711397036985,72.86271957360374,
Assault,2024-08-16,,19.011379409326267,72.8778168056077,
Burglary,2024-12-04,,19.235032833025375,72.87161530475255,
Murder,2023-07-07,,18.892392391130077,72.91241831676064,
Fraud,2023-01-18,,19.281652355329296,72.8810648038245,
Theft,2023-04-07,,19.228903899260803,72.80841511365416,
Murder,2024-09-13,,18.917249524640063,72.79454913429026,
Fraud,2023-03-17,,19.005814725719762,72.84490435918391,
Drug Offense,2024-10-16,,18.97758160544934,72.93517280274507,
Theft,2024-11-04,,19.051404703541838,72.82285672820693,
Murder,2022-08-19,,19.13058576241855,72.87319314645904,
Assault,2023-10-06,,18.936696834042028,72.8218416615144,
Fraud,2023-02-20,,19.08546345681726,72.79969357185905,
Theft,2023-09-09,,18.99183462196468,72.92746097482959,
Burglary,2023-12-15,,19.13594119298426,72.92080171538971,
Burglary,2024-05-27,,19.097576797529936,72.91035064478639,
Murder,2024-12-11,,18.992815016561966,72.95284738323764,
Assault,2025-01-28,,19.14781397524709,72.82236660950193,
Drug Offense,2022-11-22,,19.031059161994552,72.92252503812745,
Burglary,2025-01-23,,19.059886811412365,72.87582686556088,
Murder,2024-05-04,,19.160869864796325,72.97055756693604,
Murder,2024-06-19,,18.973685328013676,72.96786736207434,
Assault,2023-04-24,,19.119154022428077,72.74598708480282,
Fraud,2024-07-11,,18.997114341055628,72.92233928943521,
Murder,2024-10-30,,19.019267748899768,72.85318055113262,
Fraud,2022-12-11,,19.277130135552113,72.93810649617183,
Murder,2022-04-12,,19.169344255530156,72.90143769890558,
Theft,2023-01-02,,19.190607203072275,72.86113914243309,
Burglary,2022-10-17,,19.03443443124827,72.96488699726052,
Fraud,2022-03-31,,19.149314599963272,72.77633344140922,
Murder,2023-05-08,,19.26485966063495,72.89855596899348,
Theft,2024-05-13,,19.051174002510763,72.88443088886888,
Burglary,2024-05-19,,18.93051377481399,72.97129914492342,
Assault,2023-09-30,,19.199092535872218,72.79223919206586,
Murder,2023-08-21,,18.96530771445349,72.80145661259986,
Domestic Violence,2024-07-13,,18.983528662938465,72.82922313903687,
Drug Offense,2023-11-24,,19.249209536342914,72.75277472120742,
Drug Offense,2024-02-16,,19.22763147597613,72.90826174992085,
Assault,2023-12-23,,18.965398603143665,72.98657832540877,
Murder,2023-02-08,,18.93163603538296,72.95278465466829,
Theft,2023-01-23,,18.915043516994157,72.7420326887766,
Drug Offense,2022-09-11,,19.21722628100294,72.74477054334574,
Burglary,2022-03-23,,19.206409019577418,72.91147986035622,
Domestic Violence,2022-10-28,,18.892290226213223,72.91413304763105,
Burglary,2022-10-09,,18.9358459754094,72.84002290801278,
Domestic Violence,2023-08-08,,19.22381789405148,72.78814253490802,
Assault,2024-10-12,,19.04343973867207,72.96385733048372,
Drug Offense,2023-06-09,,19.207017978600724,72.86672271369244,
Burglary,2023-08-05,,19.19622662236622,72.84119609586007,
Domestic Violence,2022-05-17,,19.116121743572723,72.92794536019053,
Drug Offense,2022-09-28,,19.27973490276435,72.91000602321756,
Theft,2024-07-25,,19.11966690827118,72.90246401105802,
Burglary,2024-01-05,,18.98708582281426,72.94449746207215,
Domestic Violence,2024-06-13,,18.964988535661444,72.84723261095033,
Theft,2023-03-02,,18.955997046396092,72.87242448242752,
Drug Offense,2024-11-24,,19.234859851899042,72.93482103138668,
Assault,2023-02-26,,19.278151395273742,72.95196115548029,
Domestic Violence,2022-12-27,,19.174316318607193,72.9598026436781,
Drug Offense,2024-01-18,,18.968165767131534,72.98275579633466,
Fraud,2025-01-10,,19.267470798013004,72.94783377022071,
Assault,2025-03-19,,19.007834718337467,72.8712491487125,
Burglary,2022-08-27,,19.1161762136124,72.87184159277277,
Fraud,2023-09-16,,19.01362668827264,72.770529062025,
Burglary,2024-08-02,,19.262745714925735,72.91840364089232,
Burglary,2025-02-28,,19.143811396607667,72.8734161955526,
Assault,2023-06-28,,19.25375883510115,72.87811226211106,
Murder,2024-01-17,,18.96534789613553,72.94845716077664,
Murder,2024-04-27,,19.114240688083306,72.83763148097022,
Assault,2023-06-12,,19.258705533111783,72.95887797481575,
Theft,2025-01-25,,19.04940289507709,72.96930741070238,
Drug Offense,2024-05-15,,19.27353227810553,72.7885461145357,
Burglary,2024-08-01,,19.06429001475705,72.7742746264986,
Theft,2023-03-20,,18.908568244566393,72.79348038037374,
Domestic Violence,2024-10-12,,19.299737517562612,72.9412141529803,
Domestic Violence,2024-05-06,,19.203172556051907,72.83768552337862,
Assault,2024-02-27,,18.90501551925828,72.82882950727125,
Domestic Violence,2022-08-31,,19.031238344205388,72.98607424705159,
Fraud,2023-11-29,,19.10365890333966,72.86681583284428,
Murder,2023-06-07,,19.262397432100983,72.92537352693368,
Fraud,2024-11-10,,19.108961873912524,72.90522794964339,
Fraud,2023-06-15,,19.230473524293004,72.76361251998391,
Fraud,2023-11-27,,19.25999719314348,72.9375771897261,
Fraud,2024-02-29,,19.23051083046059,72.90584446177904,
Burglary,2024-06-03,,19.152381910525513,72.83489974182461,
Drug Offense,2024-07-24,,19.13846842597349,72.81885850335193,
Burglary,2024-06-04,,19.095266198825115,72.8960737003174,
Burglary,2023-02-15,,18.922129163270448,72.94197527945722,
Drug Offense,2022-10-30,,18.902353008568817,72.82995665572177,
Assault,2023-12-11,,19.28426645121133,72.9837288489274,
Murder,2024-01-16,,19.267262110953162,72.85501085760627,
Domestic Violence,2023-01-04,,19.141091531477688,72.93790768007192,
Burglary,2022-05-31,,18.926271492658337,72.75672800663506,
Domestic Violence,2022-04-26,,19.01474740644039,72.8140028816695,
Burglary,2024-10-15,,19.275428772409118,72.91633966228919,
Burglary,2024-02-04,,19.209952271113323,72.93532144899764,
Assault,2024-06-25,,19.067817550173164,72.91821789413821,
Burglary,2024-03-01,,19.00806429733499,72.76088287650123,
Assault,2022-05-16,,19.20208618645389,72.75066686917206,
Murder,2023-12-24,,19.185250099911794,72.91670565546406,
Murder,2024-03-07,,18.92101936715492,72.80405531251152,
Murder,2022-12-21,,18.98646958225984,72.98889098001347,
Fraud,2024-04-18,,18.993055964165954,72.83760756899619,
Domestic Violence,2024-04-11,,19.12841724254885,72.98934389431822,
Domestic Violence,2022-04-22,,19.22643351416068,72.90555130000283,
Domestic Violence,2023-05-26,,19.023937542933197,72.86852751207027,
Burglary,2025-01-04,,19.014046609309275,72.87367957834638,
Murder,2023-10-17,,19.061720129372546,72.86037449480897,
Assault,2024-08-01,,18.93052379184559,72.78371825741478,
Fraud,2024-11-06,,19.12375849952558,72.79798592993092,
Assault,2022-11-02,,18.962787196957546,72.77327353959258,
Assault,2023-08-17,,19.100244362157497,72.92865011751557,
Theft,2022-09-05,,19.088880645841833,72.96662638083228,
Domestic Violence,2023-07-18,,19.167645084867196,72.78619124037616,
Drug Offense,2024-10-18,,19.081383532569813,72.75435672313999,
Theft,2023-06-13,,19.00560125192924,72.83737736257712,
Murder,2024-06-09,,18.946153902946353,72.78508070421984,
Domestic Violence,2025-03-07,,19.00947996189275,72.93565571088887,
Drug Offense,2022-10-22,,19.05322506085814,72.87414447820775,
Murder,2023-06-09,,18.968469520061305,72.78712017702428,
Fraud,2024-09-03,,19.138083868954194,72.904615278197,
Fraud,2024-02-17,,19.16474527565234,72.76263642420307,
Assault,2022-06-11,,19.015099014383186,72.96284743271399,
Theft,2024-12-03,,19.04298825102883,72.98499319274288,
Burglary,2022-10-29,,19.110931874858636,72.88562971969061,
Burglary,2024-08-27,,19.039402994474155,72.98914544865926,
Drug Offense,2024-11-17,,18.91353640534562,72.95619986778127,
Fraud,2023-10-16,,18.99161191444413,72.96401802097003,
Burglary,2022-04-16,,19.067866575468575,72.95151896197699,
Assault,2022-04-21,,19.219484097828968,72.91767432598256,
Theft,2023-08-04,,18.95812188710476,72.8702227179402,
Domestic Violence,2025-01-18,,18.89760090592517,72.98654077261821,
Burglary,2024-11-14,,19.158705546192575,72.75264062265242,
Theft,2025-02-12,,18.937199810280443,72.90180997202624,
Fraud,2024-12-14,,18.921560479292374,72.90826059931763,
Assault,2022-09-14,,19.195596084117987,72.85398554826097,
Burglary,2022-07-03,,19.266221180674936,72.75051551650236,
Theft,2022-08-13,,19.05646321420898,72.8016025978787,
Domestic Violence,2022-05-10,,19.249792681612007,72.77866073658633,
Theft,2023-04-27,,18.939090164067075,72.91757972214988,
Burglary,2022-06-01,,19.143799750853905,72.8465829804093,
Theft,2023-12-23,,19.283566462962035,72.96049914177064,
Drug Offense,2022-09-02,,19.064876911584058,72.96416998025606,
Fraud,2024-08-17,,19.079369040759406,72.96335304590687,
Assault,2022-04-30,,19.297834658908375,72.87560773283123,
Fraud,2024-11-22,,19.297231521505196,72.86962532916878,
Assault,2024-09-20,,19.12196693555791,72.75346351043802,
Drug Offense,2023-06-06,,19.01075374424415,72.82887598817955,
Domestic Violence,2025-02-06,,19.249771735256697,72.91127946345748,
Murder,2022-04-25,,18.94205011118774,72.74065041996954,
Burglary,2022-09-15,,18.908872624214002,72.90410839850355,
Fraud,2023-08-28,,18.965895262940684,72.89514222861281,
Domestic Violence,2025-03-03,,19.27958391820775,72.97562911825503,
Domestic Violence,2024-10-24,,18.939081241718792,72.93585741870999,
Fraud,2023-08-30,,19.166872267936437,72.93072836652654,
Assault,2022-07-18,,18.95222643395798,72.84461120260953,
Domestic Violence,2023-09-02,,19.0476736758213,72.74994088751039,
Burglary,2024-01-21,,19.207189921437926,72.7711798621954,
Domestic Violence,2025-01-04,,18.98547420414463,72.8025141581982,
Burglary,2022-12-02,,19.25220510479156,72.89802902168775,
Murder,2022-06-03,,19.256155821380652,72.91583301350984,
Murder,2024-11-20,,18.90260318013145,72.89117739505998,
Fraud,2023-09-07,,19.259269286874545,72.8444751690041,
Fraud,2025-01-11,,19.031782073835863,72.85475069200255,
Drug Offense,2022-05-31,,19.213654689615748,72.78418442569654,
Fraud,2022-06-08,,19.266540109133924,72.94107970150247,
Theft,2022-09-27,,19.077426716228835,72.91988775687442,
Murder,2022-10-22,,19.19199730153573,72.98456187809333,
Drug Offense,2022-05-02,,19.08935132419422,72.85353038416577,
Burglary,2022-03-24,,18.89901495505162,72.74574448747477,
Fraud,2024-01-01,,18.926506315531114,72.94672682783194,
Assault,2022-10-04,,19.178976152103136,72.98628201099774,
Assault,2025-01-21,,19.118592048061352,72.82751426678736,
Fraud,2024-06-13,,18.997220674618436,72.97022672902737,
Theft,2022-05-30,,19.02363707627714,72.82002036480311,
Assault,2024-09-17,,19.180611436405478,72.8339700893104,
Assault,2022-10-27,,18.90652782662492,72.85322955333628,
Theft,2023-09-08,,19.15636138380538,72.92293947146713,
Assault,2022-06-17,,19.175953741507794,72.90214619256335,
Domestic Violence,2025-02-26,,18.980873273158878,72.94309572457516,
Burglary,2022-09-05,,19.12170215208795,72.92973540425236,
Burglary,2024-07-03,,19.084349647531795,72.97963286881587,
Drug Offense,2024-10-28,,18.913485657868303,72.93009555228477,
Theft,2022-06-14,,19.059127050424898,72.79980334101295,
Burglary,2025-03-17,,19.000738816258988,72.92633743092156,
Burglary,2025-02-19,,18.99118393713961,72.94866107669222,
Assault,2022-12-12,,19.167771636686368,72.7472089264234,
Fraud,2023-08-10,,19.093374690626817,72.97446921952537,
Drug Offense,2023-07-14,,19.129587626617813,72.88152501104915,
Drug Offense,2023-12-22,,19.218560709953046,72.84801955973867,
Theft,2025-01-20,,19.11267170955639,72.7820608361545,
Theft,2022-05-26,,19.21745229289463,72.81640711732945,
Murder,2024-01-01,,18.971645508526105,72.9232456134457,
Drug Offense,2023-07-31,,19.116622664985588,72.97447378066119,
Drug Offense,2023-04-13,,19.038377714610757,72.94601401494918,
Assault,2023-04-14,,19.161933438859748,72.98031920061625,
Burglary,2022-11-12,,19.096381843664485,72.91551154011754,
Domestic Violence,2023-03-04,,19.072866314376064,72.94430970151251,
Assault,2024-06-24,,19.1903685750091,72.79503354376891,
Drug Offense,2022-09-22,,19.28779300652705,72.77980830391634,
Murder,2023-02-25,,19.034840578236146,72.7534778014631,
Murder,2023-06-22,,18.919915345381817,72.95445709878743,
Assault,2024-01-23,,18.897892779909345,72.78824655080388,
Assault,2024-11-11,,19.27636473739549,72.7907637650087,
Fraud,2024-11-07,,18.999008569559596,72.90723566155064,
Assault,2022-04-10,,19.169537100079328,72.74113147940591,
Theft,2024-11-27,,19.13238459558189,72.92016953120753,
Assault,2024-05-20,,19.15967983823639,72.7483613043971,
Domestic Violence,2023-10-06,,19.056499736148012,72.84337855731273,
Theft,2023-04-06,,18.951342554505693,72.98931431879733,
Domestic Violence,2024-05-13,,19.222206108521462,72.8250328514938,
Theft,2022-12-31,,19.09906185868247,72.88151579788217,
Fraud,2024-08-14,,19.195181630956856,72.7512444293728,
Burglary,2024-07-15,,18.90901661879401,72.77386367583196,
Murder,2023-06-20,,18.974425249585234,72.92956578110348,
Theft,2024-04-08,,19.27803400035524,72.8076002931002,
Theft,2024-07-06,,19.25740541363076,72.8545227661191,
Theft,2024-09-30,,18.997170375721094,72.89784896503276,
Murder,2023-04-06,,19.266873446364215,72.93154918904881,
Drug Offense,2023-06-29,,18.964591951272315,72.79206240254517,
Assault,2022-11-14,,19.13295334826956,72.92368849034504,
Drug Offense,2024-12-07,,19.270627853350874,72.78526904313917,
Domestic Violence,2024-05-05,,19.044816111272876,72.93775076434048,
Domestic Violence,2024-01-06,,19.243002304897146,72.80488570124484,
Drug Offense,2023-10-22,,19.180632159884365,72.867802995622,
Burglary,2023-07-30,,19.136304421133328,72.9504453817004,
Burglary,2025-03-09,,19.24797086840369,72.74623738854217,
Burglary,2022-09-30,,19.219348366627358,72.7585491283524,
Murder,2023-10-23,,19.267453463963854,72.97007180502061,
Fraud,2023-08-11,,18.89809991597314,72.89143769727235,
Domestic Violence,2024-05-18,,18.95590461641328,72.9687124928089,
Assault,2024-04-21,,19.128052350638047,72.90526309393906,
Drug Offense,2024-11-30,,19.146625623568287,72.95696661751401,
Burglary,2025-02-10,,19.105499840245024,72.8966527916774,
Fraud,2022-12-10,,19.26669765761742,72.9143313895164,
Assault,2025-01-11,,19.023426016680432,72.95591683175797,
Burglary,2025-02-14,,18.913761542892278,72.82745009094926,
Burglary,2024-01-02,,19.156425716673404,72.83636762499204,
Burglary,2023-06-14,,18.941726693566835,72.94229607329362,
Fraud,2024-11-05,,18.95164671969593,72.92458828002867,
Assault,2025-01-04,,19.220315899152162,72.77805526663025,
Domestic Violence,2025-03-18,,19.198009773644944,72.89730813387129,
Theft,2024-06-05,,19.15204438030403,72.89216720906305,
Drug Offense,2022-03-24,,19.21089353354283,72.90416920970148,
Drug Offense,2023-01-30,,18.924510540557193,72.8257347039835,
Assault,2022-05-19,,18.93700273419576,72.97585598684228,
Assault,2022-03-27,,19.11308992789318,72.85924088670049,
Assault,2024-03-24,,19.252898797762015,72.87139079651052,
Theft,2023-04-30,,19.06115525881942,72.74889274930177,
Theft,2022-04-30,,18.90738113579334,72.82606963727618,
Domestic Violence,2024-05-23,,19.143098655088416,72.87585651913648,
Drug Offense,2024-10-26,,19.224770138548344,72.78976267742244,
Drug Offense,2024-02-27,,19.068308307350012,72.88340238155317,
Domestic Violence,2023-06-07,,19.199425325849774,72.92345093301556,
Domestic Violence,2024-12-19,,19.099928992269128,72.80237120341415,
Burglary,2024-08-12,,18.986826704282922,72.81193123549102,
Murder,2022-08-24,,18.934264181960017,72.98103881052957,
Theft,2025-02-01,,19.000522994428035,72.9102413169973,
Murder,2023-06-25,,19.095313338854545,72.92866381515152,
Domestic Violence,2023-10-14,,19.185311537280352,72.78859106845367,
Drug Offense,2022-06-08,,19.226899396102517,72.96395025967968,
Burglary,2025-03-16,,19.106443890779204,72.88314763876691,
Assault,2023-01-25,,19.078482681240434,72.8817372459309,
Theft,2022-03-22,,19.203683658058193,72.83500093926567,
